Date,Value
2012-08-01,10.5263
2012-09-01,15.7895
2012-10-01,15.7895
2012-11-01,47.3684
2012-12-01,37.5
2013-01-01,48.0
2013-02-01,46.1538
2013-03-01,42.3077
2013-04-01,53.5714
2013-05-01,71.4286
2013-06-01,64.5161
2013-07-01,69.697
2013-08-01,78.7879
2013-09-01,78.7879
2013-10-01,85.2941
2013-11-01,79.4118
2013-12-01,79.4118
2014-01-01,79.4118
2014-02-01,82.3529
2014-03-01,73.5294
2014-04-01,71.4286
2014-05-01,71.4286
2014-06-01,74.2857
2014-07-01,77.1429
2014-08-01,48.5714
2014-09-01,45.7143
2014-10-01,40.0
2014-11-01,36.1111
2014-12-01,30.5556
2015-01-01,30.5556
2015-02-01,27.7778
2015-03-01,30.5556
2015-04-01,25.0
2015-05-01,47.2222
2015-06-01,38.8889
2015-07-01,44.4444
2015-08-01,36.1111
2015-09-01,36.1111
2015-10-01,32.4324
2015-11-01,29.7297
2015-12-01,40.5405
2016-01-01,43.2432
2016-02-01,29.7297
2016-03-01,35.1351
2016-04-01,36.8421
2016-05-01,23.6842
2016-06-01,36.8421
2016-07-01,36.8421
2016-08-01,46.1538
2016-09-01,64.1026
2016-10-01,58.9744
2016-11-01,64.1026
2016-12-01,61.5385
2017-01-01,62.5
2017-02-01,80.0
2017-03-01,77.5
2017-04-01,82.5
2017-05-01,82.5
2017-06-01,73.1707
2017-07-01,78.5714
2017-08-01,83.7209
2017-09-01,81.3953
2017-10-01,86.0465
2017-11-01,88.3721
2017-12-01,83.7209
2018-01-01,76.7442
2018-02-01,74.4186
2018-03-01,55.814
2018-04-01,43.1818
2018-05-01,43.1818
2018-06-01,52.2727
2018-07-01,46.6667
2018-08-01,42.2222
2018-09-01,33.3333
2018-10-01,33.3333
2018-11-01,22.2222
2018-12-01,26.6667
2019-01-01,22.2222
2019-02-01,17.7778
2019-03-01,24.4444
2019-04-01,26.6667
2019-05-01,15.5556
2019-06-01,24.4444
2019-07-01,24.4444
2019-08-01,20.0
2019-09-01,26.6667
2019-10-01,24.4444
2019-11-01,33.3333
2019-12-01,26.6667
2020-01-01,28.8889
2020-02-01,40.0
2020-03-01,13.0435
2020-04-01,2.1739
2020-05-01,2.1739
2020-06-01,30.4348
2020-07-01,56.5217
2020-08-01,71.7391
2020-09-01,69.5652
2020-10-01,73.913
2020-11-01,73.913
2020-12-01,73.913
2021-01-01,82.6087
2021-02-01,68.0851
2021-03-01,95.7447
2021-04-01,100.0
2021-05-01,100.0
2021-06-01,91.4894
2021-07-01,76.5957
2021-08-01,70.2128
2021-09-01,74.4681
2021-10-01,70.2128
2021-11-01,78.7234
2021-12-01,74.4681
2022-01-01,57.4468
2022-02-01,68.0851
2022-03-01,31.9149
2022-04-01,31.9149
2022-05-01,27.6596
2022-06-01,36.1702
2022-07-01,34.0426
2022-08-01,34.0426
2022-09-01,27.6596
2022-10-01,17.0213
2022-11-01,12.766
2022-12-01,14.8936
2023-01-01,25.5319
2023-02-01,27.6596
2023-03-01,29.7872
2023-04-01,31.9149
2023-05-01,25.5319
2023-06-01,29.7872
2023-07-01,31.9149
2023-08-01,27.6596
2023-09-01,34.0426
2023-10-01,38.2979
2023-11-01,61.7021
2023-12-01,53.1915
2024-01-01,48.9362
2024-02-01,51.0638
2024-03-01,51.0638
2024-04-01,57.4468
2024-05-01,61.7021
2024-06-01,63.8298
2024-07-01,65.9574
2024-08-01,61.7021
2024-09-01,65.9574
2024-10-01,76.5957
2024-11-01,80.8511
2024-12-01,72.3404
2025-01-01,61.7021
2025-02-01,59.5745
2025-03-01,44.6809
2025-04-01,44.6809
2025-05-01,38.2979
2025-06-01,51.0638
2025-07-01,53.1915
2025-08-01,65.9574
2025-09-01,74.4681
2025-10-01,68.0851
2025-11-01,65.9574
2025-12-01,68.0851
2026-01-01,74.4681
2026-02-01,74.4681
2026-03-01,75.0
